seed,model,calibration,conformal,error,metric_n_params,metric_best_train_accuracy,metric_epochs_run,metric_accuracy,metric_ece,metric_mce,metric_brier,time_train_s,time_calibrate_s,time_conformal_s,metric_q_hat,metric_coverage,metric_avg_set_size,metric_fraction_singleton,metric_temperature
42,cnn,raw,none,,5317,0.3066535562110783,43,0.23160493827160494,0.667971538938122,0.7696119393861646,1.4174187183380127,115.982664749994,7.29858966699976,2.1958003344479948e-05,,,,,
42,cnn,raw,aps,,5317,0.3066535562110783,43,0.23160493827160494,0.667971538938122,0.7696119393861646,1.4174187183380127,115.982664749994,6.385284582996974,0.0007204590001492761,1.0,0.9901234567901235,4.924444444444444,0.0014814814814814814,
42,cnn,temperature,none,,5317,0.3066535562110783,43,0.23160493827160494,0.03333832774633243,0.7947863340377808,0.8010133504867554,115.982664749994,6.756872750003822,1.4749995898455381e-05,,,,,30756.59342342535
42,cnn,temperature,aps,,5317,0.3066535562110783,43,0.23160493827160494,0.03333832774633243,0.7947863340377808,0.8010133504867554,115.982664749994,6.9457543329990585,0.00047524999536108226,1.0,0.9891358024691358,4.924444444444444,0.0,30756.59342342535
